Date,Open,High,Low,Close,Volume
2022-12-16,58300,59500,58300,59500,13033596
2022-12-19,59500,59900,59100,59500,7696187
2022-12-20,59000,59100,58500,58600,9284761
2022-12-21,58700,59100,58000,58000,10356971
2022-12-22,58100,59100,58100,59100,10720630
2022-12-23,58200,58400,57700,58100,9829407
2022-12-26,58000,58100,57700,57900,6756411
2022-12-27,58000,58400,57900,58100,10667027
2022-12-28,57600,57600,56400,56600,14665410
2022-12-29,56000,56200,55300,55300,11295935
2023-01-02,55500,56100,55200,55500,10031448
2023-01-03,55400,56000,54500,55400,13547030
2023-01-04,55700,58000,55600,57800,20188071
2023-01-05,58200,58800,57600,58200,15682826
2023-01-06,58300,59400,57900,59000,17334989
2023-01-09,59700,60700,59600,60700,18640107
2023-01-10,60200,61100,59900,60400,14859797
2023-01-11,61000,61200,60300,60500,12310751
2023-01-12,61100,61200,59900,60500,16102561
2023-01-13,60500,61200,60400,60800,12510328
2023-01-16,61300,61600,60800,61100,10039972
2023-01-17,61200,61500,60600,61000,9831456
2023-01-18,60700,61000,59900,60400,11584041
2023-01-19,60500,61500,60400,61500,12808490
2023-01-20,62100,62300,61100,61800,9646327
2023-01-25,63500,63700,63000,63400,16822710
2023-01-26,63800,63900,63300,63900,13278277
2023-01-27,64400,65000,63900,64600,18760182
2023-01-30,64900,64900,63100,63300,20995234
2023-01-31,63500,63700,61000,61000,29746731
2023-02-01,62600,62700,61000,61800,18570133
2023-02-02,63200,63900,62600,63500,23285983
2023-02-03,63900,64000,63000,63800,15194598
2023-02-06,62800,63000,61600,61600,15529356
2023-02-07,61900,62500,61600,61900,14491039
2023-02-08,62800,63300,62400,63100,12243125
2023-02-09,63000,63300,62300,63000,12164865
2023-02-10,62600,63000,62400,62800,9382576
2023-02-13,62900,63000,62300,62900,10730362
2023-02-14,63600,63900,63200,63200,9126664
2023-02-15,63900,63900,62000,62200,13208103
2023-02-16,62500,63700,62400,63700,13798831
2023-02-17,62900,63300,62400,62600,10791265
2023-02-20,62900,63000,61800,62700,12908073
2023-02-21,62700,62800,62000,62100,7665046
2023-02-22,61500,61800,61000,61100,11959088
2023-02-23,61700,62500,61500,62000,13047099
2023-02-24,62300,62600,61300,61300,10308143
2023-02-27,60800,60800,60200,60500,11155697
2023-02-28,60800,61400,60500,60600,13715861
2023-03-02,60900,61800,60500,60800,13095682
2023-03-03,61000,61200,60500,60500,10711405
2023-03-06,61100,61600,60800,61500,13630602
2023-03-07,61400,61400,60700,60700,11473280
2023-03-08,60100,60500,59900,60300,14161857
2023-03-09,60500,60800,59900,60100,14334499
2023-03-10,59500,59700,59100,59500,11902471
2023-03-13,59900,60200,59300,60000,12779724
2023-03-14,59400,59500,59000,59000,12147346
2023-03-15,60000,60300,59600,59800,10482149
2023-03-16,59200,60200,59100,59900,10611939
2023-03-17,60800,61300,60600,61300,14090110
2023-03-20,61100,61200,60200,60200,9618009
2023-03-21,60500,60700,60100,60300,8318514
2023-03-22,61000,61200,60500,61100,8978591
2023-03-23,60600,62300,60600,62300,15381057
2023-03-24,62700,63300,62300,63000,18278602
2023-03-27,62600,62800,62000,62100,11039331
2023-03-28,62400,62900,62100,62900,11614118
2023-03-29,62500,62700,62200,62700,11216008
2023-03-30,63700,63700,63100,63200,15684377
2023-03-31,64000,64000,63700,64000,14094479
2023-04-03,64000,64000,63000,63100,11973133
2023-04-04,63400,63800,62800,63600,11120514
2023-04-05,63700,64000,63400,63900,9176149
2023-04-06,63500,63600,62300,62300,14992747
2023-04-07,63800,65200,63800,65000,27476120
2023-04-10,64800,66300,64700,65700,18777166
2023-04-11,66200,66200,65400,65900,16323183
2023-04-12,65800,66200,65300,66000,15021313
2023-04-13,65600,66100,65400,66100,15091022
2023-04-14,66600,66600,65000,65100,16176490
2023-04-17,65000,65600,64700,65300,13486618
2023-04-18,65900,66000,64800,65600,14802060
2023-04-19,65500,65800,65300,65500,10255985
2023-04-20,65100,65300,64600,65300,9501169
2023-04-21,65800,65900,65400,65700,10538622
