Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-11-01 09:30:00-04:00,220.02000427246094,220.52999877929688,219.60000610351562,219.8249969482422,143922,0.0,0.0,0.0
2024-11-01 09:32:00-04:00,219.74000549316406,219.74000549316406,219.30999755859375,219.3800048828125,21803,0.0,0.0,0.0
2024-11-01 09:34:00-04:00,219.9199981689453,220.08999633789062,219.75,219.75999450683594,45883,0.0,0.0,0.0
2024-11-01 09:36:00-04:00,219.77999877929688,219.7899932861328,219.35000610351562,219.38499450683594,17319,0.0,0.0,0.0
2024-11-01 09:38:00-04:00,219.41000366210938,220.2100067138672,219.41000366210938,220.2100067138672,22633,0.0,0.0,0.0
2024-11-01 09:40:00-04:00,220.1533966064453,221.07000732421875,220.1533966064453,221.07000732421875,19103,0.0,0.0,0.0
2024-11-01 09:42:00-04:00,221.0800018310547,221.64999389648438,221.02999877929688,221.35000610351562,36326,0.0,0.0,0.0
2024-11-01 09:44:00-04:00,221.32000732421875,221.32000732421875,220.58999633789062,220.8699951171875,36717,0.0,0.0,0.0
2024-11-01 09:46:00-04:00,221.02000427246094,221.02000427246094,220.57000732421875,221.00999450683594,13553,0.0,0.0,0.0
2024-11-01 09:48:00-04:00,221.08999633789062,221.5,221.0,221.5,11476,0.0,0.0,0.0
2024-11-01 09:50:00-04:00,221.52000427246094,221.5500030517578,221.25999450683594,221.47500610351562,24573,0.0,0.0,0.0
2024-11-01 09:52:00-04:00,221.52000427246094,221.6199951171875,221.13999938964844,221.16000366210938,22108,0.0,0.0,0.0
2024-11-01 09:54:00-04:00,221.1300048828125,221.75999450683594,221.0,221.6999969482422,21155,0.0,0.0,0.0
2024-11-01 09:56:00-04:00,221.67999267578125,221.67999267578125,221.4969940185547,221.5399932861328,7628,0.0,0.0,0.0
2024-11-01 09:58:00-04:00,221.55999755859375,221.7100067138672,221.3000030517578,221.60000610351562,14997,0.0,0.0,0.0
2024-11-01 10:00:00-04:00,221.63999938964844,221.82000732421875,221.3300018310547,221.60499572753906,33632,0.0,0.0,0.0
2024-11-01 10:02:00-04:00,221.52000427246094,221.75999450683594,221.13999938964844,221.24000549316406,24402,0.0,0.0,0.0
2024-11-01 10:04:00-04:00,221.0850067138672,221.30999755859375,220.8800048828125,221.25,5775,0.0,0.0,0.0
2024-11-01 10:06:00-04:00,221.30990600585938,221.5500030517578,220.94000244140625,221.5399932861328,16385,0.0,0.0,0.0
2024-11-01 10:08:00-04:00,221.73159790039062,221.97999572753906,221.52999877929688,221.66000366210938,28547,0.0,0.0,0.0
2024-11-01 10:10:00-04:00,221.72999572753906,222.0,221.67999267578125,221.99159240722656,10916,0.0,0.0,0.0
2024-11-01 10:12:00-04:00,221.9600067138672,222.1999969482422,221.89999389648438,222.05999755859375,11086,0.0,0.0,0.0
2024-11-01 10:14:00-04:00,221.99000549316406,222.27999877929688,221.9199981689453,222.25,14257,0.0,0.0,0.0
2024-11-01 10:16:00-04:00,222.25,222.52000427246094,222.22500610351562,222.41000366210938,16465,0.0,0.0,0.0
2024-11-01 10:18:00-04:00,222.42999267578125,222.75,222.3300018310547,222.63499450683594,7387,0.0,0.0,0.0
2024-11-01 10:20:00-04:00,222.60000610351562,222.60000610351562,222.4600067138672,222.52999877929688,4677,0.0,0.0,0.0
2024-11-01 10:22:00-04:00,222.50999450683594,222.72999572753906,222.22999572753906,222.3300018310547,8146,0.0,0.0,0.0
2024-11-01 10:24:00-04:00,222.36000061035156,222.49229431152344,222.2899932861328,222.31500244140625,7195,0.0,0.0,0.0
2024-11-01 10:26:00-04:00,222.27999877929688,222.47999572753906,222.25999450683594,222.42999267578125,7965,0.0,0.0,0.0
2024-11-01 10:28:00-04:00,222.38999938964844,222.66000366210938,222.35000610351562,222.5500030517578,8876,0.0,0.0,0.0
2024-11-01 10:30:00-04:00,222.72000122070312,222.75999450683594,222.2899932861328,222.2899932861328,16271,0.0,0.0,0.0
2024-11-01 10:32:00-04:00,222.36000061035156,222.52499389648438,222.1699981689453,222.28500366210938,20324,0.0,0.0,0.0
2024-11-01 10:34:00-04:00,222.27000427246094,222.4199981689453,222.25,222.27999877929688,9485,0.0,0.0,0.0
2024-11-01 10:36:00-04:00,222.28759765625,222.28759765625,221.86000061035156,221.8800048828125,37235,0.0,0.0,0.0
2024-11-01 10:38:00-04:00,221.85000610351562,221.9600067138672,221.7100067138672,221.78509521484375,13878,0.0,0.0,0.0
2024-11-01 10:40:00-04:00,221.52999877929688,221.52999877929688,221.39999389648438,221.4949951171875,6871,0.0,0.0,0.0
2024-11-01 10:42:00-04:00,221.3300018310547,221.3300018310547,220.77999877929688,220.89999389648438,34320,0.0,0.0,0.0
2024-11-01 10:44:00-04:00,220.89999389648438,221.22000122070312,220.89999389648438,221.22000122070312,12123,0.0,0.0,0.0
2024-11-01 10:46:00-04:00,221.15069580078125,221.19000244140625,220.4499969482422,220.82000732421875,27583,0.0,0.0,0.0
2024-11-01 10:48:00-04:00,220.77000427246094,221.1300048828125,220.77000427246094,221.05999755859375,6349,0.0,0.0,0.0
2024-11-01 10:50:00-04:00,221.00999450683594,221.00999450683594,220.56500244140625,220.74000549316406,11867,0.0,0.0,0.0
2024-11-01 10:52:00-04:00,220.57000732421875,220.66000366210938,220.51499938964844,220.6300048828125,4879,0.0,0.0,0.0
2024-11-01 10:54:00-04:00,220.6750030517578,220.9149932861328,220.6750030517578,220.9149932861328,5146,0.0,0.0,0.0
2024-11-01 10:56:00-04:00,220.8800048828125,221.1300048828125,220.71859741210938,221.10000610351562,5932,0.0,0.0,0.0
2024-11-01 10:58:00-04:00,221.1699981689453,221.50999450683594,221.14999389648438,221.50999450683594,8398,0.0,0.0,0.0
2024-11-01 11:00:00-04:00,221.44000244140625,221.5399932861328,221.3699951171875,221.3699951171875,6285,0.0,0.0,0.0
2024-11-01 11:02:00-04:00,221.36000061035156,221.72999572753906,221.36000061035156,221.72999572753906,26021,0.0,0.0,0.0
2024-11-01 11:04:00-04:00,221.75999450683594,221.80999755859375,221.44000244140625,221.44000244140625,8955,0.0,0.0,0.0
2024-11-01 11:06:00-04:00,221.4499969482422,221.47000122070312,221.33999633789062,221.47000122070312,4530,0.0,0.0,0.0
2024-11-01 11:08:00-04:00,221.25999450683594,221.3000030517578,221.16000366210938,221.3000030517578,5867,0.0,0.0,0.0
2024-11-01 11:10:00-04:00,221.3300018310547,221.47999572753906,221.3300018310547,221.3699951171875,4198,0.0,0.0,0.0
2024-11-01 11:12:00-04:00,221.5399932861328,221.69000244140625,221.4976043701172,221.6300048828125,4104,0.0,0.0,0.0
2024-11-01 11:14:00-04:00,221.96580505371094,222.08999633789062,221.9499969482422,222.0,4137,0.0,0.0,0.0
2024-11-01 11:16:00-04:00,222.04620361328125,222.09500122070312,221.9499969482422,222.00999450683594,2783,0.0,0.0,0.0
2024-11-01 11:18:00-04:00,222.02999877929688,222.22000122070312,221.97999572753906,222.22000122070312,2981,0.0,0.0,0.0
2024-11-01 11:20:00-04:00,222.19500732421875,222.22000122070312,221.82000732421875,221.89999389648438,4968,0.0,0.0,0.0
2024-11-01 11:22:00-04:00,222.11000061035156,222.3800048828125,222.0800018310547,222.3800048828125,9495,0.0,0.0,0.0
