Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2022-12-20 09:30:00-05:00,265.6000061035156,270.2249755859375,259.45050048828125,259.95050048828125,34183668,0.0,0.0,0.0
2022-12-20 10:30:00-05:00,259.95001220703125,267.75,257.5,266.82501220703125,17591760,0.0,0.0,0.0
2022-12-20 11:30:00-05:00,266.8500061035156,267.0999755859375,260.1000061035156,262.2250061035156,10605479,0.0,0.0,0.0
2022-12-20 12:30:00-05:00,262.1999816894531,264.17498779296875,260.45001220703125,260.99951171875,9346055,0.0,0.0,0.0
2022-12-20 13:30:00-05:00,260.9499816894531,262.146484375,259.0,261.375,8133716,0.0,0.0,0.0
2022-12-20 14:30:00-05:00,261.3500061035156,263.79998779296875,260.9499816894531,261.49951171875,9814262,0.0,0.0,0.0
2022-12-20 15:30:00-05:00,261.4749755859375,262.8000183105469,260.42498779296875,262.54998779296875,6797353,0.0,0.0,0.0
2022-12-21 09:30:00-05:00,259.6499938964844,262.25,253.60000610351562,254.34999084472656,26349077,0.0,0.0,0.0
2022-12-21 10:30:00-05:00,254.34999084472656,254.95001220703125,248.39999389648438,250.65049743652344,16626813,0.0,0.0,0.0
2022-12-21 11:30:00-05:00,250.69949340820312,253.58949279785156,249.5,252.64999389648438,11699584,0.0,0.0,0.0
2022-12-21 12:30:00-05:00,252.64999389648438,252.72499084472656,248.74649047851562,251.72500610351562,9102185,0.0,0.0,0.0
2022-12-21 13:30:00-05:00,251.75,251.9499969482422,247.5,249.5500030517578,8922383,0.0,0.0,0.0
2022-12-21 14:30:00-05:00,249.5500030517578,252.45199584960938,248.60000610351562,252.07501220703125,11964427,0.0,0.0,0.0
2022-12-21 15:30:00-05:00,252.0784912109375,253.3000030517578,250.59999084472656,251.2014923095703,7976849,0.0,0.0,0.0
2022-12-22 09:30:00-05:00,259.5999755859375,271.20001220703125,259.1500244140625,271.04998779296875,34163921,0.755,0.0,0.0
2022-12-22 10:30:00-05:00,271.04998779296875,273.29998779296875,270.5249938964844,272.5,14454071,0.0,0.0,0.0
2022-12-22 11:30:00-05:00,272.45001220703125,278.1499938964844,272.0999755859375,277.6784973144531,12694040,0.0,0.0,0.0
2022-12-22 12:30:00-05:00,277.70001220703125,280.5,277.21148681640625,279.8504943847656,11548452,0.0,0.0,0.0
2022-12-22 13:30:00-05:00,279.8999938964844,281.2749938964844,275.4000244140625,275.75,13545402,0.0,0.0,0.0
2022-12-22 14:30:00-05:00,275.79998779296875,277.1750183105469,269.6999816894531,270.0530090332031,14926488,0.0,0.0,0.0
2022-12-22 15:30:00-05:00,270.04998779296875,273.3499755859375,268.8999938964844,269.25,12102341,0.0,0.0,0.0
2022-12-23 09:30:00-05:00,273.70001220703125,279.3999938964844,269.3500061035156,270.4005126953125,48122111,0.0,0.0,0.0
2022-12-23 10:30:00-05:00,270.4494934082031,275.125,265.70001220703125,272.0999755859375,21579592,0.0,0.0,0.0
2022-12-23 11:30:00-05:00,272.0999755859375,272.6000061035156,267.70001220703125,269.0984802246094,9234024,0.0,0.0,0.0
2022-12-23 12:30:00-05:00,269.125,271.25,267.30047607421875,269.79998779296875,7270173,0.0,0.0,0.0
2022-12-23 13:30:00-05:00,269.70050048828125,271.98248291015625,268.75,269.9750061035156,6745854,0.0,0.0,0.0
2022-12-23 14:30:00-05:00,269.95001220703125,269.9750061035156,266.8500061035156,269.42498779296875,7374965,0.0,0.0,0.0
2022-12-23 15:30:00-05:00,269.45001220703125,270.6524963378906,267.45001220703125,267.45001220703125,6934483,0.0,0.0,0.0
2022-12-27 09:30:00-05:00,269.7250061035156,280.84698486328125,269.29998779296875,274.25,32339586,0.0,0.0,0.0
2022-12-27 10:30:00-05:00,274.25,276.9750061035156,272.29998779296875,274.6499938964844,14647176,0.0,0.0,0.0
2022-12-27 11:30:00-05:00,274.6999816894531,276.5,273.4499816894531,276.4154968261719,8079533,0.0,0.0,0.0
2022-12-27 12:30:00-05:00,276.45001220703125,278.3999938964844,275.4000244140625,277.45050048828125,7079240,0.0,0.0,0.0
2022-12-27 13:30:00-05:00,277.4410095214844,280.0,276.9530029296875,279.77301025390625,8610313,0.0,0.0,0.0
2022-12-27 14:30:00-05:00,279.75,280.4000244140625,277.1499938964844,277.5325012207031,10491897,0.0,0.0,0.0
2022-12-27 15:30:00-05:00,277.5,279.875,276.1499938964844,279.2464904785156,9242235,0.0,0.0,0.0
2022-12-28 09:30:00-05:00,280.7250061035156,282.3909912109375,273.25,280.57501220703125,28097566,0.0,0.0,0.0
2022-12-28 10:30:00-05:00,280.6004943847656,288.0989990234375,279.1000061035156,286.2250061035156,19782776,0.0,0.0,0.0
2022-12-28 11:30:00-05:00,286.1499938964844,290.45001220703125,285.7550048828125,288.50048828125,13059281,0.0,0.0,0.0
2022-12-28 12:30:00-05:00,288.5,288.625,281.30499267578125,284.82501220703125,12149232,0.0,0.0,0.0
